nname,mins,club_yc90,club_g90,club_a90
shuto machino,3365,0.1337,0.4279,0.107
sidcley,520,0.5192,0.1731,0.0
sidiki cherif,2297,0.1175,0.2351,0.0392
sidnei tavares,1383,0.5857,0.0651,0.0651
sidney lima,5911,0.335,0.0609,0.0152
sidnney,1324,0.136,0.2719,0.0
sidny lopes cabral,1717,0.2097,0.3145,0.3145
sidoine fogning,1170,0.2308,0.0,0.0
siebe horemans,7185,0.0626,0.0626,0.1503
siebe schrijvers,4116,0.2843,0.1531,0.1968
siebe van der heyden,3324,0.3249,0.0812,0.0271
siemen voet,835,0.1078,0.0,0.1078
sikou niakate,5814,0.2012,0.0464,0.031
silas,1148,0.1568,0.392,0.1568
silas andersen,653,0.2757,0.1378,0.0
silvan hefti,713,0.1262,0.0,0.1262
silvan widmer,3388,0.2922,0.0797,0.1328
silvere ganvoula,990,0.1818,0.0909,0.0909
silvester van der water,1401,0.0,0.3212,0.0642
silvije begic,1035,0.6087,0.2609,0.0
simao,2063,0.0873,0.0,0.0
simen bolkan nordli,2604,0.0691,0.553,0.2419
simen juklerd,846,0.0,0.1064,0.4255
simion michez,930,0.1935,0.1935,0.0968
simon adingra,4266,0.0633,0.1899,0.1055
simon banza,3733,0.1688,0.6751,0.1447
simon deli,3830,0.235,0.0,0.0
simon ebonog,1781,0.4043,0.0505,0.0
simon elisor,2648,0.1699,0.1699,0.102
simon gabriel,540,0.1667,0.1667,0.0
simon graves,5090,0.1061,0.0,0.0354
simon gustafson,750,0.12,0.48,0.0
simon hedlund,1419,0.1903,0.1268,0.2537
simon janssen,507,0.0,0.0,0.1775
simon kjr,976,0.0922,0.0,0.0922
simon mignolet,6074,0.0741,0.0,0.0
simon murray,6081,0.2516,0.444,0.0888
simon olsson,2283,0.0788,0.0788,0.0394
simon skrabb,732,0.2459,0.123,0.0
simon sohm,4711,0.191,0.0764,0.0191
simon wver,1111,0.0,0.0,0.081
simone canestrelli,3381,0.1065,0.0266,0.0
simone perilli,630,0.0,0.0,0.0
simone romagnoli,1513,0.1785,0.0,0.0
simone scuffet,3960,0.0455,0.0,0.0
simy,567,0.0,0.3175,0.0
sinaly diomande,4079,0.1765,0.1103,0.0883
sinan bolat,2070,0.2609,0.0,0.0
sindre walle egeli,1694,0.2656,0.3188,0.2656
sirlord conteh,1725,0.2087,0.2609,0.1565
sivert heltne nilsen,2266,0.3972,0.0,0.0397
sivert mannsverk,1151,0.391,0.0,0.0
siyabonga ngezana,2870,0.2509,0.0314,0.0
slobodan rubezic,2063,0.349,0.0,0.0436
sofiane boufal,2199,0.3274,0.0409,0.4093
sofiane diop,3897,0.2079,0.3233,0.2079
sofus berger,452,0.0,0.3982,0.0
sofus johannesen,749,0.3605,0.4806,0.1202
sofyan amrabat,5763,0.3748,0.0625,0.0625
sokol cikalleshi,1197,0.0752,0.3008,0.2256
sokratis dioudis,2704,0.0333,0.0,0.0
sokratis papastathopoulos,1128,0.4787,0.0,0.0
soltmurad bakaev,1669,0.3775,0.1618,0.1618
sondre brunstad fet,1706,0.0528,0.3693,0.211
sondre rjaster,2466,0.073,0.1825,0.292
soner aydogdu,770,0.1169,1.0519,0.2338
soner dikmen,5563,0.2427,0.1456,0.0
soner gonul,2143,0.252,0.0,0.0
sontje hansen,3067,0.2054,0.3228,0.2641
sorba thomas,1430,0.1888,0.0629,0.1888
sorriso,5691,0.1423,0.2214,0.174
sory kaba,1329,0.3386,0.4063,0.0677
soslan kagermazov,3191,0.282,0.0282,0.0846
sota kitano,511,0.3523,0.0,0.3523
sotiris alexandropoulos,1115,0.565,0.0807,0.0
sotiris kontouris,1636,0.3851,0.11,0.0
sotiris tsiloulis,843,0.0,0.3203,0.0
soualiho meite,4269,0.1054,0.0843,0.0632
souffian el karouani,8681,0.1555,0.0518,0.2903
soufiane benjdida,561,0.1604,0.3209,0.1604
soufiane hetli,1737,0.1036,0.2073,0.0518
souleyman doumbia,741,0.2429,0.0,0.0
soumaila coulibaly,2412,0.1493,0.0,0.0373
soumaila diabate,840,0.0,0.0,0.1071
soungoutou magassa,2882,0.406,0.0625,0.0625
souza,526,0.6844,0.0,0.1711
srdjan babic,4251,0.2964,0.0635,0.0212
srdjan kuzmic,2914,0.2471,0.1235,0.0927
sren tengstedt,1787,0.0504,0.2518,0.1007
stan henderikx,648,0.0,0.0,0.0
stanis idumbo,691,0.0,0.2605,0.521
stanislav agkatsev,6480,0.0694,0.0,0.0
stanislav bessmertniy,555,0.1622,0.0,0.0
stanislav lobotka,8159,0.0882,0.011,0.0331
stanislav magkeev,1154,0.0,0.0,0.0
stanislav nuri malysh,2075,0.0867,0.0867,0.0434
stanislav poroykov,786,0.458,0.229,0.1145
stanko juric,1873,0.3364,0.0,0.0
stanley nsoki,3169,0.2556,0.0284,0.0568
stav lemkin,2513,0.1074,0.0,0.0358
stavro pilo,3960,0.2273,0.0227,0.1591
stavros gavriel,600,0.0,0.15,0.15
stavros petavrakis,1161,0.4651,0.0,0.0775
stefan baiaram,499,0.0,0.5411,0.0
stefan bajcetic,1202,0.2995,0.0749,0.0
stefan bell,2775,0.2919,0.0973,0.0973
stefan de vrij,5329,0.1013,0.0676,0.0169
stefan gartenmann,2327,0.0774,0.0387,0.0
stefan ingi sigurdarson,637,0.0,0.4239,0.0
stefan kovac,716,0.1257,0.0,0.0
stefan lainer,2692,0.1672,0.0334,0.1003
stefan lefter,540,0.1667,0.0,0.0
stefan lekovic,1263,0.0713,0.1425,0.0
stefan loncar,4505,0.1798,0.1998,0.1598
stefan mitrovic,4530,0.1391,0.0596,0.0199
stefan ortega,3831,0.047,0.0,0.0
stefan popovic,570,0.3158,0.0,0.0
stefan posch,5076,0.2128,0.0355,0.0355
stefan ristovski,671,0.2683,0.0,0.2683
stefan savic,4275,0.2105,0.0211,0.0211
stefan schimmer,1279,0.1407,0.4222,0.0704
stefan schwab,2872,0.188,0.2507,0.094
stefan tarnovanu,2892,0.1245,0.0,0.0
stefan teitur thordarson,618,0.1456,0.2913,0.1456
stefan velkov,3401,0.2911,0.1323,0.0
stefan vladoiu,498,0.1807,0.0,0.1807
stefano denswil,5216,0.1208,0.0345,0.0173
stefano moreo,2388,0.0754,0.2638,0.0377
stefano sabelli,4303,0.1255,0.0,0.0627
stefano turati,4605,0.0195,0.0,0.0
stefanos kapino,450,0.0,0.0,0.0
stefanos tzimas,557,0.1616,0.9695,0.3232
stelios andreou,2982,0.1509,0.0302,0.0
stelios kitsiou,1668,0.3237,0.0,0.054
stenio,908,0.0991,0.0,0.0991
stepan chaloupek,580,0.1552,0.1552,0.1552
stepan grygorashchuk,1732,0.2079,0.0,0.0
stepan oganesyan,1678,0.2682,0.0,0.1073
stephan el shaarawy,4263,0.1689,0.1267,0.3167
stephan zagadou,498,0.0,0.1807,0.0
stephane bahoken,1594,0.2823,0.3388,0.1129
stephane omeonga,2128,0.2115,0.0,0.0
stephen acquah,753,0.0,0.0,0.0
stephen duke mckenna,928,0.194,0.0,0.097
stephen eustaquio,3755,0.2157,0.0479,0.0479
stephen kelly,858,0.1049,0.2098,0.1049
stephen kingsley,3038,0.0592,0.0296,0.0
stephen o'donnell,4842,0.1673,0.0186,0.0558
stephen odey,1108,0.2437,0.2437,0.0
stephen welsh,3033,0.1187,0.0297,0.0297
stephy mavididi,1773,0.1015,0.3046,0.0508
steve kapuadi,899,0.2002,0.0,0.1001
steve mandanda,3196,0.0282,0.0,0.0
steve mounie,2297,0.3135,0.2743,0.0784
steve ngoura,2350,0.0766,0.1532,0.2681
steve seddon,626,0.2875,0.0,0.0
steven alzate,709,0.2539,0.0,0.2539
steven baseya,609,0.1478,0.0,0.0
steven benda,540,0.0,0.0,0.0
steven berghuis,3899,0.1154,0.2539,0.2308
steven bergwijn,952,0.0945,0.4727,0.2836
steven bradley,514,0.0,0.0,0.0
steven nzonzi,1733,0.1039,0.2077,0.0
steven skrzybski,1385,0.0,0.3899,0.1949
steven vitoria,820,0.439,0.1098,0.0
steven zuber,1793,0.251,0.2008,0.0502
stevie may,1985,0.3627,0.0453,0.0907
stije resink,6114,0.2355,0.1766,0.1178
stijn spierings,2502,0.3597,0.0719,0.1079
stijn van gassel,4860,0.0,0.0,0.0185
stipe radic,3796,0.0948,0.0948,0.0711
stiven mendoza,1082,0.1664,0.2495,0.0
stjepan radeljic,570,0.0,0.0,0.0
stoichkov,780,0.1154,0.0,0.1154
stole dimitrievski,4710,0.0573,0.0,0.0
strahinja erakovic,4833,0.1676,0.0,0.0745
strahinja pavlovic,5984,0.1354,0.1053,0.0451
stratos svarnas,540,0.0,0.0,0.0
stuart armstrong,1974,0.228,0.0456,0.1824
stuart findlay,5263,0.1368,0.0855,0.0342
suat serdar,4005,0.3146,0.0899,0.0899
suf podgoreanu,2654,0.1017,0.1017,0.1696
suso,1574,0.3431,0.0,0.2287
svar atli magnusson,2492,0.325,0.2528,0.0722
sven botman,4333,0.0831,0.0623,0.0415
sven karic,5312,0.1186,0.0508,0.0169
sven kums,1493,0.1808,0.1808,0.0603
sven mijnans,7834,0.1034,0.3447,0.1953
sven nieuwpoort,486,0.1852,0.0,0.0
sven sonnenberg,830,0.3253,0.0,0.0
sven sprangler,3069,0.3226,0.0,0.0
sven ulreich,495,0.1818,0.0,0.0
sven van beek,1620,0.1111,0.0,0.0556
svenn crone,1811,0.1491,0.0994,0.0
sverrir ingi ingason,5349,0.2187,0.0168,0.0168
svetoslav kovachev,2006,0.2243,0.1346,0.0449
svetozar markovic,1650,0.2182,0.0545,0.0
syb van ottele,3531,0.1274,0.0,0.102
sydney van hooijdonk,2870,0.0941,0.2195,0.0627
sylla sow,595,0.1513,0.3025,0.4538
sylvester jasper,765,0.1176,0.1176,0.0
szymon wlodarczyk,754,0.1194,0.3581,0.1194
szymon zurkowski,973,0.37,0.37,0.0
tadeo allende,757,0.1189,0.4756,0.0
taha ali,1069,0.0842,0.421,0.1684
taha altkardes,2759,0.0979,0.0979,0.0326
taha sahin,6639,0.1491,0.0136,0.1491
taha tepe,540,0.1667,0.0,0.0
tahith chong,1512,0.0595,0.2381,0.0
taichi fukui,5317,0.1185,0.0846,0.1016
taiga hata,2014,0.0,0.0,0.1787
taishi brandon nozawa,1845,0.0488,0.0,0.0
taison,6194,0.1162,0.218,0.2034
taiwo awoniyi,1848,0.1461,0.3896,0.1461
tajon buchanan,3057,0.3238,0.265,0.0883
takahiro akimoto,4458,0.2221,0.0,0.0
takefusa kubo,6436,0.1398,0.1398,0.1259
takehiro tomiyasu,810,0.0,0.1111,0.0
takuma asano,2793,0.0967,0.1289,0.0644
takuma ominami,2452,0.1835,0.0367,0.0367
takumi minamino,5204,0.2075,0.294,0.1556
takuro kaneko,1079,0.1668,0.0834,0.1668
talha sararslan,489,0.184,0.7362,0.5521
talha ulvan,1106,0.2441,0.1627,0.0
talisca,3761,0.1914,0.7897,0.1436
talles brener,2112,0.2131,0.2131,0.0852
talles costa,1834,0.3926,0.0,0.2454
talocha,770,0.1169,0.0,0.0
talys,1185,0.0,0.0,0.0
tamas nikitscher,2232,0.2419,0.0403,0.0403
tamble,1031,0.2619,0.0873,0.0873
tamerlan musaev,5352,0.1177,0.37,0.2018
tammer bany,930,0.3871,0.1935,0.4839
tammy abraham,4239,0.1274,0.552,0.2335
tanguy coulibaly,2789,0.3227,0.1936,0.0323
tanguy ndombele,1980,0.0909,0.0455,0.1818
tanguy nianzou,1566,0.6897,0.0,0.0
tanguy zoukrou,991,0.0908,0.0,0.0
tani oluwaseyi,1535,0.0586,0.4104,0.1173
tanner tessmann,4183,0.1506,0.0645,0.0
taras dmytruk,866,0.3118,0.0,0.2079
taras galas,806,0.1117,0.1117,0.2233
taras moroz,2333,0.4629,0.0,0.0
taras mykhavko,6474,0.0834,0.0973,0.0278
taras romanczuk,892,0.4036,0.1009,0.0
taras stepanenko,2207,0.2855,0.0408,0.0
tarik muharemovic,2925,0.2154,0.0615,0.0615
tarik tissoudali,1690,0.213,0.3728,0.213
tariq lamptey,2055,0.219,0.0876,0.1314
tark cetin,1771,0.1525,0.0,0.0
taskn ilter,1373,0.5244,0.0,0.0655
taty castellanos,6780,0.2788,0.3584,0.1593
taulant seferi,1983,0.2723,0.1362,0.0454
tawanda maswanhise,4274,0.0842,0.5054,0.1053
taxiarchis filon,743,0.4845,0.0,0.1211
taxiarchis fountas,4680,0.25,0.3654,0.0192
tayfun aydogan,2628,0.3082,0.0685,0.0685
tayfur bingol,4176,0.2371,0.2155,0.0647
taylan antalyal,4486,0.1806,0.0602,0.0201
taylan aydn,877,0.3079,0.0,0.0
taylan bulut,536,0.0,0.0,0.0
taylor booth,1443,0.0624,0.3119,0.1247
taylor harwood bellis,3089,0.2622,0.0291,0.0291
taylor steven,451,0.0,0.1996,0.0
tayo adaramola,579,0.0,0.0,0.0
tayyip talha sanuc,2597,0.2426,0.0,0.0
tchamba,3474,0.3368,0.1036,0.0518
teddy jenks,460,0.1957,0.0,0.0
teddy teuma,2028,0.2219,0.1331,0.0888
teden mengi,1654,0.1088,0.0,0.0
tedi cara,3549,0.1268,0.3297,0.1522
teenage hadebe,907,0.4961,0.0,0.0992
teji savanier,3631,0.1983,0.1983,0.1983
telasco segovia,1910,0.3298,0.1414,0.0471
telmo arcanjo,2792,0.1934,0.2256,0.0645
temirkan sundukov,5511,0.2613,0.0327,0.1143
tenton yenne,1318,0.2731,0.1366,0.2049
teo quintero,3220,0.2236,0.0559,0.0559
terem moffi,2207,0.2039,0.4486,0.0408
terence kongolo,878,0.0,0.0,0.0
terry yegbe,3364,0.1605,0.0,0.0268
tete,4791,0.1691,0.1691,0.2442
tete morente,3972,0.1813,0.0906,0.0906
tete yengi,2073,0.3039,0.3039,0.0868
teun koopmeiners,7755,0.1857,0.2205,0.0812
thabo cele,888,0.0,0.0,0.1014
thalisson,5216,0.2243,0.069,0.0
thelo aasgaard,2061,0.2183,0.262,0.2183
theo bair,2281,0.0789,0.434,0.1184
theo barbet,1937,0.1859,0.0,0.0465
theo bongonda,3220,0.028,0.3354,0.1957
theo de percin,775,0.0,0.0,0.0
theo defourny,990,0.0,0.0,0.0
theo hernandez,6269,0.2297,0.1149,0.2153
theo le bris,2750,0.0655,0.0655,0.0982
theo leoni,2561,0.1406,0.1054,0.0351
theo sainte luce,1044,0.2586,0.0862,0.0
theo sander,1170,0.0,0.0,0.0
theocharis iliadis,945,0.381,0.0,0.0
theocharis tsingaras,4030,0.2233,0.0447,0.0447
theofanis bakoulas,547,0.4936,0.1645,0.0
theofanis tzandaris,2133,0.3376,0.0,0.0422
therence koudou,2530,0.2846,0.1423,0.0356
thiago almada,2914,0.2162,0.1853,0.2162
thiago balieiro,1201,0.3747,0.0749,0.0
thiago borges,519,0.0,0.0,0.0
thiago fernandez,822,0.438,0.0,0.438
thiago nuss,4375,0.5554,0.4114,0.1851
thiago pitarch,817,0.2203,0.0,0.2203
thiago silva,2660,0.203,0.1015,0.0338
thibaud verlinden,3301,0.1909,0.1091,0.2726
thibault de smet,2040,0.3088,0.0,0.0882
thibault klidje,909,0.099,0.297,0.099
thibault vlietinck,1462,0.3078,0.0616,0.0
thibaut courtois,9168,0.0196,0.0,0.0196
thibo baeten,1787,0.2518,0.0504,0.2015
thibo somers,5666,0.1588,0.1747,0.1112
thierno barry,4507,0.1797,0.3794,0.0799
thierry ambrose,1724,0.261,0.3132,0.1044
thierry correia,3208,0.2244,0.0,0.0561
thierry lutonda,2607,0.1036,0.0345,0.0
thierry moutinho,577,0.312,0.156,0.156
thievy bifouma,797,0.2258,0.1129,0.0
thijmen blokzijl,5542,0.065,0.0325,0.0162
thijs dallinga,4852,0.0927,0.3895,0.204
thijs kraaijeveld,814,0.2211,0.0,0.0
thijs oosting,3772,0.0716,0.2863,0.0954
thilo kehrer,7699,0.1753,0.0701,0.0234
thom haye,3453,0.2346,0.0521,0.1303
thom van bergen,5576,0.113,0.2421,0.113
thomas beelen,4427,0.061,0.0203,0.0203
thomas bruns,2994,0.3307,0.1804,0.1202
thomas buitink,879,0.2048,0.2048,0.3072
thomas claes,2574,0.1049,0.0699,0.035
thomas dahne,810,0.0,0.0,0.0
thomas delaine,970,0.2784,0.0928,0.0
thomas delaney,2877,0.4067,0.1251,0.1251
thomas didillon hodl,3060,0.0588,0.0,0.0
thomas foket,1700,0.2647,0.0,0.1059
thomas galdames,2249,0.2001,0.2001,0.2001
thomas gundelund,2897,0.1864,0.0311,0.0621
thomas henry,1535,0.3518,0.2345,0.1173
thomas jrgensen,3939,0.1142,0.1142,0.297
thomas kaminski,1696,0.0,0.0,0.0
thomas kristensen,5789,0.2021,0.0622,0.0155
thomas lam,1503,0.1198,0.1198,0.0
thomas lemar,1432,0.2514,0.1885,0.1257
thomas meunier,6882,0.1831,0.0654,0.1177
thomas muller,3333,0.108,0.351,0.351
thomas murg,1938,0.1393,0.1858,0.1393
thomas ouwejan,2457,0.0366,0.1099,0.2564
thomas partey,5586,0.2095,0.0644,0.0483
thomas robinet,4347,0.1242,0.1449,0.0621
thomas strakosha,5730,0.0628,0.0,0.0
thomas van den belt,2733,0.1647,0.1976,0.0988
thomas van den keybus,2075,0.2602,0.0867,0.0434
thore pedersen,849,0.424,0.0,0.106
thorgan hazard,4098,0.2416,0.3953,0.3075
thorir johann helgason,1398,0.0,0.0,0.2575
tiago araujo,3451,0.2086,0.0261,0.1565
tiago cukur,1535,0.1759,0.1173,0.1759
tiago dantas,936,0.0,0.0962,0.1923
tiago dias,451,0.1996,0.0,0.1996
tiago djalo,2602,0.2421,0.1038,0.0
tiago esgaio,4647,0.2324,0.0968,0.1162
tiago gabriel,4475,0.181,0.0603,0.0
tiago gouveia,1572,0.458,0.2863,0.2863
tiago hernandez,650,0.6923,0.0,0.0
tiago manso,1625,0.4431,0.0554,0.0554
tiago morais,2615,0.1033,0.1721,0.0688
tiago santos,3576,0.151,0.0252,0.1258
tiago silva,4339,0.2282,0.1452,0.2074
tiago tomas,4202,0.2784,0.2999,0.1499
tibe de vlieger,884,0.3054,0.0,0.1018
tidiam gomis,547,0.4936,0.1645,0.1645
tidjany toure,2242,0.4014,0.0803,0.0803
tiemoue bakayoko,1292,0.2786,0.1393,0.0697
tigran avanesyan,610,0.4426,0.1475,0.0
tigran barseghyan,562,0.3203,0.1601,0.3203
tijjani noslin,4069,0.1769,0.3539,0.2212
tijjani reijnders,9536,0.0849,0.2265,0.1416
tijs velthuis,897,0.0,0.0,0.0
tika de jonge,3395,0.1591,0.106,0.053
tim breithaupt,559,0.161,0.0,0.161
tim drexler,1083,0.2493,0.0,0.0
tim freriks,1297,0.0694,0.347,0.0694
tim iroegbunam,2410,0.5228,0.0,0.1867
tim jabol folcarelli,2681,0.1343,0.0,0.1007
tim kleindienst,4412,0.1836,0.4488,0.2448
tim lemperle,2112,0.0426,0.3409,0.0852
tim oermann,3349,0.1075,0.0269,0.0537
tim ream,451,0.0,0.0,0.0
tim siersleben,2758,0.2284,0.0,0.0
tim skarke,3224,0.1117,0.0837,0.0837
tim van de loo,1979,0.0,0.091,0.0455
timi max elsnik,2141,0.0841,0.0,0.2522
timipere johnson eboh,1832,0.3439,0.0,0.0
timo becker,2596,0.0693,0.0,0.0693
timo horn,1170,0.1538,0.0,0.0
timo hubers,2111,0.1705,0.0,0.0426
timo jansink,1530,0.0,0.0,0.0
timo werner,1703,0.0528,0.1057,0.3171
timofey marinkin,640,0.1406,0.0,0.1406
timon weiner,2430,0.1481,0.0,0.0
timon wellenreuther,9061,0.1192,0.0,0.0099
timothe cognat,556,0.0,0.0,0.0
timothe nkada,757,0.1189,0.1189,0.1189
timothee kolodziejczak,660,0.2727,0.0,0.0
timothee pembele,1482,0.3036,0.0607,0.0
timothy castagne,6094,0.1329,0.0295,0.0738
timothy ouma,1355,0.3321,0.1328,0.0664
timothy weah,6023,0.254,0.1494,0.1345
timur ayupov,453,0.1987,0.0,0.0
timur magomedov,2790,0.0,0.0,0.0
timur suleymanov,4096,0.3955,0.3516,0.0879
tin jedvaj,4424,0.2645,0.1221,0.0203
tino anjorin,1467,0.3067,0.1227,0.184
tino kadewere,1812,0.1987,0.0993,0.0993
tino livramento,5635,0.0319,0.016,0.0319
tjaronn chery,6686,0.0538,0.3634,0.2288
tjay de barr,741,0.0,0.4858,0.2429
tobe leysen,5648,0.0797,0.0,0.0
tobias bach,1291,0.1394,0.0697,0.2789
tobias bech,4782,0.1129,0.3388,0.0941
tobias haahr,480,0.0,0.0,0.0
tobias kempe,613,0.1468,0.0,0.1468
tobias klysner,1054,0.0,0.0854,0.3416
tobias lauritsen,9355,0.0962,0.3175,0.1732
tobias lawal,2370,0.0759,0.0,0.0
tobias mohr,2078,0.1299,0.0433,0.0866
tobias salquist,1851,0.1945,0.0486,0.0
tobias slotsager,1103,0.0816,0.0,0.0
tobias sommer,2878,0.1564,0.0313,0.1564
tobias storm,787,0.1144,0.0,0.2287
toby alderweireld,3313,0.163,0.1358,0.1087
toby sibbick,909,0.297,0.0,0.0
tochi chukwuani,2504,0.1438,0.1438,0.0359
tochukwu nnadi,1771,0.4065,0.0,0.1016
todd cantwell,987,0.2736,0.3647,0.1824
tolga cigerci,2077,0.1733,0.0867,0.13
tolga kalender,1977,0.091,0.0455,0.0455
tolu arokodare,4825,0.0746,0.485,0.1492
tom bischof,5019,0.1793,0.1614,0.1255
tom cairney,2693,0.3008,0.1337,0.0668
tom de graaff,2970,0.0,0.0,0.0
tom dele bashiru,2407,0.0374,0.0,0.0374
tom krau,3486,0.2065,0.0,0.1033
tom lawrence,2103,0.214,0.3424,0.1284
tom louchet,3750,0.192,0.096,0.096
tom lowery,763,0.118,0.0,0.0
tom mcintyre,486,0.1852,0.0,0.0
tom reyners,954,0.283,0.0943,0.0
tom rothe,3023,0.1489,0.1489,0.1191
tom sparrow,2870,0.2509,0.1254,0.0627
tom van de looi,4501,0.2599,0.0,0.04
tom van weert,1572,0.0573,0.2863,0.0573
tom vandenberghe,1170,0.0,0.0,0.0
toma basic,3157,0.1425,0.057,0.0855
tomane,3685,0.1465,0.171,0.0244
tomas araujo,6235,0.0577,0.0433,0.0722
tomas bent magnusson,1639,0.2196,0.2746,0.0
tomas chory,1156,0.3114,0.4671,0.0779
tomas conechny,977,0.7369,0.0921,0.0
tomas cvancara,2388,0.3769,0.1884,0.1131
tomas fruhwald,720,0.0,0.0,0.0
tomas handel,5379,0.1673,0.0502,0.0335
tomas holes,1020,0.0882,0.0,0.0882
tomas kral,540,0.0,0.0,0.0
tomas ladra,1235,0.0,0.3644,0.1457
tomas nemcik,450,0.2,0.0,0.0
tomas palacios,471,0.3822,0.0,0.0
tomas ribeiro,2472,0.2184,0.0728,0.0728
tomas rigo,959,0.0938,0.0,0.0938
tomas silva,1499,0.06,0.0,0.0
tomas soucek,7258,0.2232,0.2108,0.0496
tomas suslov,3927,0.275,0.0688,0.0917
tomas svedkauskas,450,0.2,0.0,0.0
tomas tavares,894,0.1007,0.0,0.1007
tomas vaclik,1080,0.0833,0.0,0.0
tomas wiesner,816,0.0,0.1103,0.0
tomasz kedziora,7876,0.1143,0.0229,0.0343
tomer yosefi,984,0.2744,0.3659,0.2744
tommaso augello,4282,0.1471,0.021,0.1892
tommaso baldanzi,2871,0.2508,0.1254,0.1254
tommaso barbieri,1704,0.4225,0.0,0.0528
tommaso pobega,3767,0.2389,0.1911,0.1195
tommy doyle,2192,0.0821,0.0411,0.0821
tommy st. jago,4727,0.1142,0.0,0.019
tomoki iwata,909,0.0,0.099,0.099
tomoki takamine,979,0.1839,0.0,0.0
tomoya ando,1351,0.2665,0.0,0.0666
toni borevkovic,5850,0.2154,0.0308,0.0
toni domgjoni,472,0.1907,0.0,0.0
toni kroos,1724,0.1566,0.0,0.2088
toni lato,2560,0.2109,0.0,0.0352
toni martinez,4340,0.0622,0.4977,0.0622
tonni adamsen,5664,0.0794,0.5561,0.1748
tonny vilhena,1792,0.1507,0.1507,0.0502
tony gallacher,609,0.0,0.1478,0.0
tony strata,1674,0.1613,0.0538,0.1075
tony watt,1337,0.2019,0.0673,0.0673
tony yogane,2163,0.0832,0.0416,0.208
toon raemaekers,2229,0.1211,0.0,0.0
topi keskinen,4389,0.2051,0.164,0.123
torbjrn heggem,2871,0.0627,0.0,0.0
tosin adarabioyo,5088,0.1769,0.1238,0.0177
toti,6395,0.2111,0.0141,0.0281
toyosi olusanya,3640,0.3709,0.3956,0.0989
trai hume,3249,0.3047,0.0554,0.0277
travis hernes,609,0.1478,0.0,0.0
trent alexander arnold,6135,0.1907,0.0733,0.2347
trevoh chalobah,7404,0.1094,0.0851,0.0243
trevor carson,2520,0.0357,0.0,0.0357
trezeguet,1851,0.1459,0.3404,0.1945
triantafyllos pasalidis,2330,0.5408,0.0386,0.0
triantafyllos tsapras,4615,0.0975,0.039,0.2535
tristan degreef,2271,0.4359,0.1585,0.0793
tristan gooijer,1970,0.1371,0.1371,0.0457
tristan van gilst,1348,0.2003,0.2003,0.0
troy parrott,7430,0.0969,0.642,0.218
tsuyoshi watanabe,6750,0.08,0.0933,0.0267
tudor baluta,555,0.1622,0.1622,0.1622
tunahan tasc,743,0.3634,0.2423,0.2423
tunde akinsola,3600,0.075,0.075,0.125
turpal ali ibishev,3950,0.1367,0.0,0.0
tuta,4814,0.2057,0.0561,0.0187
tuur rommens,4561,0.2171,0.0197,0.1184
tygo land,1714,0.1575,0.1575,0.1575
tylel tati,1724,0.261,0.0,0.0
tyler adams,4267,0.3375,0.0422,0.1055
tyler dibling,2611,0.3102,0.1379,0.1034
tyler morton,3261,0.2484,0.0552,0.0828
tymoteusz puchacz,597,0.0,0.0,0.1508
tymur korablin,1377,0.2614,0.2614,0.1307
tymur stetskov,2455,0.1833,0.0733,0.0733
tyreece john jules,1214,0.2224,0.5931,0.1483
tyrell malacia,1026,0.3509,0.0,0.0
tyrese noslin,2632,0.171,0.1026,0.1368
tyrhys dolan,2464,0.1826,0.0731,0.2192
tyrick mitchell,8718,0.1136,0.0206,0.0929
tyrique george,1063,0.3387,0.4233,0.3387
tyrique mercera,943,0.2863,0.0,0.1909
tyrone mings,3209,0.0841,0.028,0.0561
tyrone owusu,1780,0.0506,0.1517,0.1517
uchenna ogundu,1030,0.2621,0.1748,0.2621
ufuk akyol,631,0.0,0.0,0.0
ugo raghouber,768,0.2344,0.0,0.0
ugochukwu iwu,4478,0.201,0.0201,0.0603
ugur ciftci,4349,0.3518,0.0207,0.1242
ugurcan cakr,8857,0.1219,0.0,0.0
ugurcan yazgl,5635,0.2555,0.0319,0.0479
ui jo hwang,4197,0.1501,0.2573,0.193
ulisses,2876,0.2191,0.0626,0.0
ulisses garcia,3103,0.174,0.087,0.145
ulrik mathisen,978,0.2761,0.0,0.092
ulrik saltnes,1666,0.108,0.3241,0.2701
ulvi babaev,1312,0.2058,0.4802,0.2058
umar sadiq,3390,0.3717,0.3717,0.1593
umarali rakhmonaliev,596,0.302,0.0,0.151
umaro embalo,965,0.0933,0.2798,0.0933
umit akdag,3127,0.2878,0.0288,0.0576
umut bozok,2950,0.2441,0.3051,0.2746
umut gunes,4143,0.0869,0.0217,0.0434
umut meras,4085,0.0881,0.022,0.0661
umut nayir,4800,0.1875,0.3562,0.0938
umut tohumcu,1526,0.4128,0.059,0.1769
unai elgezabal,1023,0.2639,0.176,0.088
unai garcia,1921,0.3748,0.0469,0.0
unai gomez,4197,0.1501,0.0858,0.1072
unai lopez,4928,0.3653,0.0548,0.1096
unai marrero,1671,0.0539,0.0,0.0
unai nunez,4534,0.2978,0.0,0.0794
unai simon,7774,0.0116,0.0,0.0
unai vencedor,993,0.3625,0.0,0.0
uran bislimi,761,0.3548,0.2365,0.1183
urko gonzalez de zarate,4541,0.1784,0.0,0.0595
uros racic,3623,0.2981,0.1739,0.0745
